tweet,product,emotion
dancing with myself at google s party aint that the truth need my girl mention up in this joint sxsw link,,Positive emotion
keep up with new on japan quake from iphone at sxsw  nhk world tv live  link,iPhone,Positive emotion
filming with the ipad is so much cooler than a lame iphone sxsw at mention live show  link,iPad,Positive emotion
playing with the ipad  in black and white sxsw link,iPad,Positive emotion
one day without shoes thoms shoes new app for the iphone and android link sxsw,,No emotion toward brand or product
mayer admits that google needs to quotconsolidatequot some of its products  namely latitude and hotpot  into quotfeatures of productsquot sxsw,,No emotion toward brand or product
mayer admits that google needs to step up onetoone customer service would set an amazing precedent sxsw fh,Google,Positive emotion
maybe a little too excited about seeing the bearcreatures from that iphone vs evo video er priorities i has them sxsw,iPhone,Positive emotion
lax security had a few questions about my suitcase packed entirely with energy drinks and apple wires sxsw blowingup,,No emotion toward brand or product
productivity is lost as no hookup to put ipad on the screen busy sxsw,,No emotion toward brand or product
my exclusive apple ipad  review more of the same but still better than the rest link bnet biz ipad apple sxsw ipad,iPad,Positive emotion
i would give my apple stock to be more like mention link sxsw,,I can't tell
i would give my apple stock to be more like mention slim link sxsw,,Positive emotion
need to give my iphone amp liver a rest sxsw,,I can't tell
the creative process illustrated  check out the book link sxsw,,No emotion toward brand or product
ill be livetweeting the sxsw panel quotgoogles marissa mayer presentsquot starting at  follow along using the suxsw hashtag,,No emotion toward brand or product
theyre giving away ipad s x boxes and books at mention sxsw techenvy,iPad,Positive emotion
the netflix iphone app was built to a quotridiculous deadlinequot big mistake on the techs part to agree to it sxsw,iPad or iPhone App,Negative emotion
just realized you can really talk to the dog using ipad facetime sxsw,,No emotion toward brand or product
just met jared at the android meetup sxsw big android fan  link,Android,Positive emotion
that was jc penney locations in google maps now point to stuff other than stores guy claims sxsw,,No emotion toward brand or product
mention jealous i love both apple stores and sxsw,Apple,Positive emotion
really enjoying the changes in gowalla  for android looking forward to seeing what else they amp foursquare have up their sleeves at sxsw,Android App,Positive emotion
googles js implementation of pacmans game logic is really cool to seereally neat that the original game code was recreated in js sxsw,Google,Positive emotion
mention just arrived at the gsdm amp google sxsw industry party austin tx,,No emotion toward brand or product
mention just blogged our meeting earlier link  thanks for the interesting insight sxsw,,No emotion toward brand or product
mention just checking out the  iphone app very nice  check it out at link have fun at sxsw,iPad or iPhone App,Positive emotion
mention just found out apple is opening a popup shop in dt austin hoping i dont have to camp out w mention sxsw,,No emotion toward brand or product
mention just gave a great  minute preso on designing for android mccannsxsw sxsw,Android,Positive emotion
mention just google quotgoogle circlequot new social network concept originally rumored  b released at sxsw  day but now just quotsoonquot,,No emotion toward brand or product
mention just got me an ipad from sxsw apple store  thank you so much,iPad,Positive emotion
mention just got my sxsw go iphone app link,iPad or iPhone App,Positive emotion
mention just saw you at lax im heading to sxsw  if you or your wife have an iphone or ipad download my app freespeech mention,iPad or iPhone App,Positive emotion
mention just started using the android app totally killer service and i think youll be huge at sxsw hope your servers are ready ,Android App,Positive emotion
sxsw is just starting ctia is around the corner and googleio is only a hop skip and a jump from there good time to be an android fan,Android,Positive emotion
mention just synced my ipad and full of apple joy sxsw ,iPad,Positive emotion
mention just won an html tshirt from google for saying that easeljs is my favorite canvas library at sxsw thanks brah,Google,Positive emotion
great link gtgt rt mention  what  link  edchat musedchat sxsw sxswi classical newtwitter,,No emotion toward brand or product
great talk about the google doodles and in the end they hand out printed signed doodles sxsw  link,Google,Positive emotion
launchrock and vencorps want to give k to the best startups sxsw link,,No emotion toward brand or product
weinschenk at bankinnovation next battle for this is going to happen with apple google verizon att great point totally agree sxsw,Google,Positive emotion
get a look at sxsws rumored apple quotpopupquot store in austin link,,No emotion toward brand or product
get a look at sxsws rumored apple quotpopupquot store in austin link via mention,,No emotion toward brand or product
get a look at sxsws rumored apple popup store link apple applestore ipad sxsw,,No emotion toward brand or product
get a look at sxsws rumored apple popup store link sxsw apple,,No emotion toward brand or product
gb black atampt in stock yes sxsw ipad austin apple,iPad,Positive emotion
sxsw talk by mention on ipad design had great examples and insights picking up my copy of his book now link,iPad,Positive emotion
great talk by mention from mention about game mechanics quotif u cant make it good make it red  if u cant make it red make it bigquot sxsw,,No emotion toward brand or product
